fecha_hora,real,prediccion,prob_alto,clasificado_alto
2026-01-18 17:00:00,113.32193,114.76647,0.004007378,0
2026-01-18 18:00:00,166.32193,128.77487,0.026445683,0
2026-01-18 19:00:00,171.32193,137.16722,0.035414055,0
2026-01-18 20:00:00,171.32193,126.41602,0.017759899,0
2026-01-18 21:00:00,166.32193,125.95691,0.0046538487,0
2026-01-18 22:00:00,166.32193,124.525215,0.0032327566,0
2026-01-18 23:00:00,113.32193,108.33429,0.0012360729,0
2026-01-19 00:00:00,111.91666,109.45956,0.0011642383,0
2026-01-19 01:00:00,107.91666,108.292816,0.0010792417,0
2026-01-19 02:00:00,105.90666,108.22988,0.00097307545,0
2026-01-19 03:00:00,107.91666,107.948006,0.000906194,0
2026-01-19 04:00:00,107.91666,108.18814,0.0009770055,0
2026-01-19 05:00:00,111.91666,109.10543,0.0011737444,0
2026-01-19 06:00:00,149.91666,107.65301,0.0012626239,0
2026-01-19 07:00:00,149.91666,108.128365,0.0014829985,0
