fecha_hora,real,GBM cuadratica,GBM absoluta (MAE),GBM MCC,LEAR (LASSO),LEAR MCC
2026-01-02 04:00:00,326.20101,301.9319667095045,308.79650379763797,323.03422073088944,267.3146214526741,309.2683261532588
2026-01-02 05:00:00,329.20101,302.9385682120216,308.8879318718076,323.361922581962,308.02398145194087,320.5821132894932
2026-01-02 06:00:00,329.20101,307.9326839639011,316.38424883433083,323.2385853464685,316.2415408168034,322.93172796164396
2026-01-02 07:00:00,329.20101,289.4940541658634,303.95251493736674,331.1721129894835,301.4865488368106,320.08299830153237
2026-01-02 08:00:00,329.20101,311.7761133748439,321.304316229536,345.66650800722897,292.89326684388897,314.262214786296
2026-01-02 09:00:00,326.20101,329.882506409228,257.9446066874791,274.51577823198295,287.2041663105488,259.1846693629267
2026-01-02 10:00:00,326.20101,335.37722984649065,306.1625105354046,268.4638112400283,299.01078185038205,290.772676229292
2026-01-02 11:00:00,329.20101,308.0378948530265,331.8436320896469,332.5741279019041,325.1784545134635,312.93159652389465
2026-01-02 12:00:00,329.20101,313.85778784949485,330.4291682748182,317.6933549137449,326.9472662222986,315.8695347396051
2026-01-02 13:00:00,329.20101,337.9342862262934,354.7312526622476,360.4306131678103,339.8123079711935,318.8664487205457
2026-01-02 14:00:00,329.20101,350.3105595867121,345.5482748410972,368.5445146199127,338.21367206365136,324.73845768768933
2026-01-02 15:00:00,331.20101,359.9143150496436,352.4287605640223,360.6362298020467,349.6871317544047,327.5951784815828
2026-01-02 16:00:00,331.20101,375.524878681707,355.2174366885739,338.6036788470247,359.9621833760673,333.65205914587125
2026-01-02 17:00:00,352.17901,343.2040523988439,367.5331974631552,361.3203041506049,360.0716979762406,340.00948218124427
2026-01-02 18:00:00,352.17901,370.3649666830036,357.8525204954202,357.9598401476985,358.5411987116559,341.2163754559848
2026-01-02 19:00:00,352.17901,386.77881406788885,368.1710707018223,356.6569520166923,370.87438631453034,340.822454331806
2026-01-02 20:00:00,352.17901,357.4061749803189,353.517830514886,360.1158299951263,351.1834725538382,337.1355012943069
2026-01-02 21:00:00,352.17901,364.8750472452546,357.0218809538063,341.1186954344194,350.9658839473423,341.5824087155433
2026-01-02 22:00:00,352.17901,359.34857501478297,353.4653167250114,344.32507349303785,358.28421349911474,337.8759244983589
2026-01-02 23:00:00,331.20101,348.008276570627,326.78794653681183,347.32647101015124,335.69097281020123,331.54275316023745
2026-01-03 00:00:00,342.48147,321.3989552125877,335.48071719932324,338.12407597064015,289.0159421438293,308.7463032411779
2026-01-03 01:00:00,342.48147,337.3337660858837,351.1787968572193,344.29032074321236,338.08528176187053,336.85175075494317
2026-01-03 02:00:00,327.48147,324.86061147585053,319.1619847446509,344.57711419031403,335.62115425322634,334.355540281922
2026-01-03 03:00:00,327.48147,326.18831233015885,336.0450894800091,336.93824034262224,332.84384995186474,330.7856105333627
2026-01-03 04:00:00,327.48147,326.58567260266403,348.7631388223624,338.1328726081022,334.1694940337741,332.9663106661848
2026-01-03 05:00:00,327.48147,315.61453612443046,316.10648100697586,333.695194917097,325.0607303817828,336.35551906719576
2026-01-03 06:00:00,327.48147,306.93869613375034,315.6877369728251,339.5190113758009,304.03342409338717,335.659846471705
2026-01-03 07:00:00,327.48147,302.88047363371,301.91428218358516,328.3201168318201,301.03080420447543,332.15170698607227
2026-01-03 08:00:00,327.48147,308.1658885002554,323.00152220048506,343.6194975138882,303.2774366648342,334.2992237922998
2026-01-03 09:00:00,327.48147,324.533480624346,312.19057736594084,341.8525382470127,302.28870511729656,336.09250477422165
2026-01-03 10:00:00,327.48147,326.2966584017118,305.909144657332,345.71665771020696,289.568239466166,333.2111490823734
2026-01-03 11:00:00,327.48147,354.06864230251625,357.5115850191819,353.2991527893611,327.39622880504834,337.4844333215332
2026-01-03 12:00:00,327.48147,330.4328850980701,345.3928251448287,345.02535479133394,332.2303207646307,340.59968473443416
2026-01-03 13:00:00,327.48147,348.1819470804365,352.199560548014,353.2518819593609,327.01345775883635,338.6173341726611
2026-01-03 14:00:00,332.48147,351.13038564835375,338.19962161659436,354.9935051277444,332.46202422469383,341.2589611313744
2026-01-03 15:00:00,342.48147,334.7524342563597,349.54539866044007,356.596517065237,343.1454205314194,342.218640306521
2026-01-03 16:00:00,352.07947,360.4643040946336,355.8786140645476,359.77823611299937,344.28077583245886,348.31266883574506
2026-01-03 17:00:00,354.48147,353.53765584213374,360.6849200036765,366.7438752340647,358.30831188980574,354.5600968706399
