fecha_hora,real,pred_ensamble,tercil_real,tercil_pred
2026-01-12 09:00:00,113.46634,117.07963839072232,bajo,bajo
2026-01-12 10:00:00,113.46634,115.88264105306015,bajo,bajo
2026-01-12 11:00:00,151.38434,115.6358977588461,bajo,bajo
2026-01-12 12:00:00,151.38434,115.34884140103082,bajo,bajo
2026-01-12 13:00:00,196.38434,117.11183780625332,bajo,bajo
2026-01-12 14:00:00,196.38434,119.77038521831888,bajo,bajo
2026-01-12 15:00:00,196.38434,124.04232803301056,bajo,bajo
2026-01-12 16:00:00,206.38434,125.58949030206055,medio,bajo
2026-01-12 17:00:00,206.38434,133.39375350829812,medio,bajo
2026-01-12 18:00:00,216.38434,162.78440188157705,medio,bajo
2026-01-12 19:00:00,216.38434,186.17510199886345,medio,bajo
2026-01-12 20:00:00,216.38434,163.66717550814218,medio,bajo
2026-01-12 21:00:00,216.38434,152.41762657755874,medio,bajo
2026-01-12 22:00:00,206.38434,136.29946851301202,medio,bajo
2026-01-12 23:00:00,206.38434,127.53264803537536,medio,bajo
2026-01-13 00:00:00,105.22064,122.36221375043432,bajo,bajo
2026-01-13 01:00:00,105.21064,107.95769422714056,bajo,bajo
2026-01-13 02:00:00,105.21064,108.50552560872556,bajo,bajo
2026-01-13 03:00:00,105.20264,106.58703275810018,bajo,bajo
2026-01-13 04:00:00,105.21064,106.2191143546742,bajo,bajo
2026-01-13 05:00:00,105.22064,113.43481996878346,bajo,bajo
2026-01-13 06:00:00,105.22064,113.3165606133392,bajo,bajo
2026-01-13 07:00:00,105.22064,111.70152684095106,bajo,bajo
2026-01-13 08:00:00,105.22064,112.56137735546956,bajo,bajo
2026-01-13 09:00:00,105.22064,117.0938296390752,bajo,bajo
2026-01-13 10:00:00,105.22064,127.52535205874312,bajo,bajo
2026-01-13 11:00:00,105.22064,141.19927733877046,bajo,bajo
2026-01-13 12:00:00,105.22064,149.19701737947534,bajo,bajo
2026-01-13 13:00:00,105.22064,169.90209437669418,bajo,bajo
2026-01-13 14:00:00,188.12064,182.61374334469693,bajo,bajo
2026-01-13 15:00:00,208.12064,196.54949389018745,medio,bajo
2026-01-13 16:00:00,208.12064,208.94016039959104,medio,medio
2026-01-13 17:00:00,208.12064,211.8953005256025,medio,medio
2026-01-13 18:00:00,209.12064,242.09316212294743,medio,medio
2026-01-13 19:00:00,209.12064,252.25508635887843,medio,medio
2026-01-13 20:00:00,209.12064,228.27210386917204,medio,medio
2026-01-13 21:00:00,208.12064,208.3873258476073,medio,medio
2026-01-13 22:00:00,208.12064,181.4989868090075,medio,bajo
2026-01-13 23:00:00,188.12064,159.09828974121604,bajo,bajo
2026-01-14 00:00:00,109.65888,116.07300512916748,bajo,bajo
2026-01-14 01:00:00,109.65888,108.50020215232756,bajo,bajo
2026-01-14 02:00:00,109.65888,108.14832207729968,bajo,bajo
2026-01-14 03:00:00,109.65888,108.80019560782408,bajo,bajo
2026-01-14 04:00:00,109.65888,109.8430319023148,bajo,bajo
2026-01-14 05:00:00,109.65888,116.7329209935366,bajo,bajo
2026-01-14 06:00:00,109.65888,119.47115390797065,bajo,bajo
2026-01-14 07:00:00,109.65888,118.67356591949442,bajo,bajo
2026-01-14 08:00:00,109.65888,119.24155359022676,bajo,bajo
2026-01-14 09:00:00,109.65888,123.75838737950184,bajo,bajo
2026-01-14 10:00:00,109.65888,131.50343272988218,bajo,bajo
2026-01-14 11:00:00,109.65888,137.88633774511948,bajo,bajo
2026-01-14 12:00:00,109.65888,146.28484152518294,bajo,bajo
2026-01-14 13:00:00,109.65888,154.3476408997431,bajo,bajo
2026-01-14 14:00:00,138.16688,182.9498712123336,bajo,bajo
2026-01-14 15:00:00,138.16688,197.9517734595913,bajo,bajo
2026-01-14 16:00:00,142.16688,206.84338616389013,bajo,medio
2026-01-14 17:00:00,213.16688,201.632269378204,medio,bajo
2026-01-14 18:00:00,213.16688,218.6727439016732,medio,medio
2026-01-14 19:00:00,217.16688,242.6458964781741,medio,medio
2026-01-14 20:00:00,213.16688,235.44254215305887,medio,medio
2026-01-14 21:00:00,213.16688,213.33927250871687,medio,medio
2026-01-14 22:00:00,142.16688,182.56109033177972,bajo,bajo
