fecha,valor
2021-03-31,9794826100.0
2021-04-01,9806823000.0
2021-04-02,9819360800.0
2021-04-03,9868429300.0
2021-04-04,9924242900.0
2021-04-05,9944858900.0
2021-04-06,10018197100.0
2021-04-07,10033162600.0
2021-04-08,10038456300.0
2021-04-09,10150071200.0
2021-04-10,10165494900.0
2021-04-11,10180571600.0
2021-04-12,10340528400.0
2021-04-13,10338834000.0
2021-04-14,10317364100.0
2021-04-15,10316488400.0
2021-04-16,10331474700.0
2021-04-17,10376535400.0
2021-04-18,10403600600.0
2021-04-19,10396559200.0
2021-04-20,10344855500.0
2021-04-21,10313396800.0
2021-04-22,10261579000.0
2021-04-23,10272723500.0
2021-04-24,10259654900.0
2021-04-25,10245138300.0
2021-04-26,10209938700.0
2021-04-27,10242907900.0
2021-04-28,10287759000.0
2021-04-29,10398760300.0
2021-04-30,10629658700.0
2021-05-01,10717408200.0
2021-05-02,10892378600.0
2021-05-03,11156339800.0
2021-05-04,11340107900.0
2021-05-05,11927628000.0
2021-05-06,11598408000.0
2021-05-07,11701538000.0
2021-05-08,11852659900.0
2021-05-09,12021860600.0
2021-05-10,12248057200.0
2021-05-11,12337420700.0
2021-05-12,12414124900.0
2021-05-13,12478140000.0
2021-05-14,12514308600.0
2021-05-15,12564262800.0
2021-05-16,12686195600.0
2021-05-17,12936882300.0
2021-05-18,13127059600.0
2021-05-19,13173863200.0
2021-05-20,13152628300.0
2021-05-21,13110523500.0
2021-05-22,13120914200.0
2021-05-23,13164443000.0
2021-05-24,13186845600.0
2021-05-25,13278979000.0
2021-05-26,13317120100.0
2021-05-27,13363939900.0
2021-05-28,13374387000.0
2021-05-29,13422160200.0
2021-05-30,13493150800.0
2021-05-31,13563512600.0
2021-06-01,13761999000.0
2021-06-02,13798709000.0
2021-06-03,13795521200.0
2021-06-04,13764586000.0
2021-06-05,13703407700.0
2021-06-06,13725443800.0
2021-06-07,13708918200.0
2021-06-08,13827656400.0
2021-06-09,13885862800.0
2021-06-10,13874680200.0
2021-06-11,13897092900.0
2021-06-12,13972114400.0
2021-06-13,14061151100.0
2021-06-14,14133345600.0
2021-06-15,14138027600.0
2021-06-16,14132633800.0
2021-06-17,14108261200.0
2021-06-18,14109103500.0
2021-06-19,14129954900.0
2021-06-20,14321377900.0
2021-06-21,14415630100.0
2021-06-22,14409041100.0
2021-06-23,14380074900.0
2021-06-24,14401780100.0
2021-06-25,14376319200.0
2021-06-26,14349391900.0
2021-06-27,14314109400.0
2021-06-28,14272431600.0
2021-06-29,14240520200.0
2021-06-30,14217436300.0
2021-07-01,14204031700.0
2021-07-02,14205975100.0
2021-07-03,14129589300.0
2021-07-04,14108982800.0
2021-07-05,14081058500.0
2021-07-06,14037833500.0
2021-07-07,13976405200.0
2021-07-08,14013827100.0
2021-07-09,14100438300.0
2021-07-10,14126973600.0
2021-07-11,14220076900.0
2021-07-12,14212703700.0
2021-07-13,14223839700.0
2021-07-14,14221717300.0
2021-07-15,14206610100.0
